,id,total_points,gameweek,total_points_scored_after_gameweek
15003,34,0,23,0
15739,34,0,24,0
16481,34,0,25,0
17240,34,0,26,0
18003,34,0,27,0
18767,34,0,28,0
19536,34,0,29,0
20305,34,0,30,0
21076,34,0,31,0
21848,34,0,32,0
22626,34,0,33,0
23405,34,0,34,0
24185,34,0,35,0
24966,34,0,36,0
25747,34,0,37,0
26528,34,0,38,0
33,35,0,1,21
650,35,0,2,21
1277,35,0,3,21
1925,35,0,4,21
2584,35,2,5,21
3245,35,1,6,19
3909,35,6,7,18
4575,35,2,8,12
5242,35,0,9,10
5912,35,0,10,10
6586,35,1,11,10
7264,35,0,12,9
7948,35,0,13,9
8638,35,0,14,9
9331,35,7,15,9
10024,35,1,16,2
10725,35,0,17,1
11426,35,0,18,1
12131,35,1,19,1
12840,35,0,20,0
13551,35,0,21,0
14275,35,0,22,0
15004,35,0,23,0
15740,35,0,24,0
16482,35,0,25,0
17241,35,0,26,0
18004,35,0,27,0
18768,35,0,28,0
19537,35,0,29,0
20306,35,0,30,0
21077,35,0,31,0
21849,35,0,32,0
22627,35,0,33,0
23406,35,0,34,0
24186,35,0,35,0
24967,35,0,36,0
25748,35,0,37,0
26529,35,0,38,0
34,36,2,1,89
651,36,2,2,87
1278,36,7,3,85
1926,36,4,4,78
2585,36,1,5,74
3246,36,0,6,73
3910,36,8,7,73
4576,36,4,8,65
5243,36,7,9,61
5913,36,0,10,54
6587,36,2,11,54
7265,36,1,12,52
7949,36,1,13,51
8639,36,2,14,50
9332,36,1,15,48
10025,36,2,16,47
10726,36,2,17,45
11427,36,1,18,43
12132,36,1,19,42
12841,36,2,20,41
13552,36,6,21,39
14276,36,4,22,33
15005,36,2,23,29
15741,36,1,24,27
16483,36,5,25,26
17242,36,0,26,21
18005,36,1,27,21
18769,36,6,28,20
19538,36,0,29,14
20307,36,6,30,14
21078,36,0,31,8
21850,36,0,32,8
22628,36,0,33,8
23407,36,0,34,8
24187,36,1,35,8
24968,36,7,36,7
25749,36,0,37,0
26530,36,0,38,0
35,37,0,1,0
652,37,0,2,0
1279,37,0,3,0
1927,37,0,4,0
2586,37,0,5,0
3247,37,0,6,0
3911,37,0,7,0
4577,37,0,8,0
5244,37,0,9,0
5914,37,0,10,0
6588,37,0,11,0
7266,37,0,12,0
7950,37,0,13,0
8640,37,0,14,0
9333,37,0,15,0
10026,37,0,16,0
10727,37,0,17,0
11428,37,0,18,0
12133,37,0,19,0
12842,37,0,20,0
13553,37,0,21,0
14277,37,0,22,0
15006,37,0,23,0
15742,37,0,24,0
16484,37,0,25,0
17243,37,0,26,0
18006,37,0,27,0
18770,37,0,28,0
19539,37,0,29,0
20308,37,0,30,0
21079,37,0,31,0
21851,37,0,32,0
22629,37,0,33,0
23408,37,0,34,0
24188,37,0,35,0
24969,37,0,36,0
25750,37,0,37,0
26531,37,0,38,0
36,38,6,1,53
653,38,1,2,47
1280,38,7,3,46
1928,38,6,4,39
2587,38,5,5,33
3248,38,1,6,28
3912,38,1,7,27
4578,38,1,8,26
5245,38,1,9,25
5915,38,1,10,24
6589,38,1,11,23
7267,38,1,12,22
7951,38,1,13,21
8641,38,0,14,20
9334,38,8,15,20
10027,38,5,16,12
10728,38,7,17,7
11429,38,-2,18,0
12134,38,0,19,2
12843,38,0,20,2
13554,38,0,21,2
14278,38,1,22,2
15007,38,1,23,1
15743,38,0,24,0
16485,38,0,25,0
17244,38,0,26,0
18007,38,0,27,0
18771,38,0,28,0
19540,38,0,29,0
20309,38,0,30,0
21080,38,0,31,0
21852,38,0,32,0
22630,38,0,33,0
23409,38,0,34,0
24189,38,0,35,0
24970,38,0,36,0
25751,38,0,37,0
26532,38,0,38,0
37,39,0,1,0
654,39,0,2,0
1281,39,0,3,0
1929,39,0,4,0
2588,39,0,5,0
3249,39,0,6,0
3913,39,0,7,0
4579,39,0,8,0
5246,39,0,9,0
5916,39,0,10,0
6590,39,0,11,0
7268,39,0,12,0
7952,39,0,13,0
8642,39,0,14,0
9335,39,0,15,0
10028,39,0,16,0
10729,39,0,17,0
11430,39,0,18,0
12135,39,0,19,0
12844,39,0,20,0
13555,39,0,21,0
14279,39,0,22,0
15008,39,0,23,0
15744,39,0,24,0
16486,39,0,25,0
17245,39,0,26,0
18008,39,0,27,0
18772,39,0,28,0
19541,39,0,29,0
20310,39,0,30,0
21081,39,0,31,0
21853,39,0,32,0
22631,39,0,33,0
23410,39,0,34,0
24190,39,0,35,0
24971,39,0,36,0
25752,39,0,37,0
26533,39,0,38,0
38,40,0,1,0
655,40,0,2,0
1282,40,0,3,0
1930,40,0,4,0
2589,40,0,5,0
3250,40,0,6,0
3914,40,0,7,0
4580,40,0,8,0
5247,40,0,9,0
5917,40,0,10,0
6591,40,0,11,0
7269,40,0,12,0
7953,40,0,13,0
8643,40,0,14,0
9336,40,0,15,0
10029,40,0,16,0
10730,40,0,17,0
11431,40,0,18,0
12136,40,0,19,0
12845,40,0,20,0
13556,40,0,21,0
14280,40,0,22,0
15009,40,0,23,0
15745,40,0,24,0
16487,40,0,25,0
17246,40,0,26,0
18009,40,0,27,0
18773,40,0,28,0
19542,40,0,29,0
20311,40,0,30,0
21082,40,0,31,0
21854,40,0,32,0
22632,40,0,33,0
23411,40,0,34,0
24191,40,0,35,0
24972,40,0,36,0
25753,40,0,37,0
26534,40,0,38,0
39,41,0,1,0
656,41,0,2,0
1283,41,0,3,0
1931,41,0,4,0
2590,41,0,5,0
3251,41,0,6,0
3915,41,0,7,0
4581,41,0,8,0
5248,41,0,9,0
5918,41,0,10,0
6592,41,0,11,0
7270,41,0,12,0
7954,41,0,13,0
8644,41,0,14,0
9337,41,0,15,0
10030,41,0,16,0
10731,41,0,17,0
11432,41,0,18,0
12137,41,0,19,0
12846,41,0,20,0
13557,41,0,21,0
14281,41,0,22,0
15010,41,0,23,0
15746,41,0,24,0
16488,41,0,25,0
17247,41,0,26,0
18010,41,0,27,0
18774,41,0,28,0
19543,41,0,29,0
20312,41,0,30,0
21083,41,0,31,0
21855,41,0,32,0
22633,41,0,33,0
23412,41,0,34,0
24192,41,0,35,0
24973,41,0,36,0
25754,41,0,37,0
26535,41,0,38,0
40,42,0,1,57
657,42,0,2,57
1284,42,0,3,57
1932,42,0,4,57
2591,42,0,5,57
3252,42,0,6,57
3916,42,0,7,57
4582,42,0,8,57
5249,42,1,9,57
5919,42,1,10,56
6593,42,0,11,55
7271,42,0,12,55
7955,42,2,13,55
8645,42,2,14,53
9338,42,3,15,51
10031,42,2,16,48
10732,42,2,17,46
11433,42,2,18,44
12138,42,2,19,42
12847,42,2,20,40
13558,42,3,21,38
14282,42,1,22,35
15011,42,3,23,34
15747,42,2,24,31
16489,42,1,25,29
17248,42,0,26,28
18011,42,0,27,28
18775,42,1,28,28
19544,42,0,29,27
20313,42,3,30,27
21084,42,1,31,24
21856,42,1,32,23
22634,42,4,33,22
23413,42,0,34,18
24193,42,3,35,18
24974,42,3,36,15
25755,42,10,37,12
26536,42,2,38,2
41,43,0,1,0
658,43,0,2,0
1285,43,0,3,0
1933,43,0,4,0
2592,43,0,5,0
3253,43,0,6,0
3917,43,0,7,0
4583,43,0,8,0
5250,43,0,9,0
5920,43,0,10,0
6594,43,0,11,0
7272,43,0,12,0
7956,43,0,13,0
8646,43,0,14,0
9339,43,0,15,0
10032,43,0,16,0
10733,43,0,17,0
11434,43,0,18,0
12139,43,0,19,0
12848,43,0,20,0
13559,43,0,21,0
14283,43,0,22,0
15012,43,0,23,0
15748,43,0,24,0
16490,43,0,25,0
17249,43,0,26,0
18012,43,0,27,0
18776,43,0,28,0
19545,43,0,29,0
20314,43,0,30,0
21085,43,0,31,0
21857,43,0,32,0
22635,43,0,33,0
23414,43,0,34,0
24194,43,0,35,0
24975,43,0,36,0
25756,43,0,37,0
26537,43,0,38,0
42,44,2,1,103
659,44,1,2,101
1286,44,2,3,100
1934,44,1,4,98
2593,44,9,5,97
3254,44,1,6,88
3918,44,1,7,87
4584,44,0,8,86
5251,44,2,9,86
5921,44,0,10,84
6595,44,1,11,84
7273,44,0,12,83
7957,44,1,13,83
8647,44,2,14,82
9340,44,8,15,80
10033,44,1,16,72
10734,44,2,17,71
11435,44,1,18,69
12140,44,1,19,68
12849,44,2,20,67
13560,44,8,21,65
14284,44,1,22,57
15013,44,2,23,56
15749,44,1,24,54
16491,44,0,25,53
17250,44,2,26,53
18013,44,0,27,51
18777,44,7,28,51
19546,44,0,29,44
20315,44,6,30,44
21086,44,1,31,38
21858,44,7,32,37
22636,44,3,33,30
23415,44,0,34,27
24195,44,6,35,27
24976,44,5,36,21
25757,44,15,37,16
26538,44,1,38,1
43,45,1,1,57
660,45,1,2,56
1287,45,1,3,55
1935,45,1,4,54
2594,45,1,5,53
3255,45,1,6,52
3919,45,1,7,51
4585,45,0,8,50
5252,45,1,9,50
5922,45,0,10,49
6596,45,1,11,49
7274,45,0,12,48
7958,45,0,13,48
8648,45,1,14,48
9341,45,1,15,47
10034,45,1,16,46
10735,45,0,17,45
11436,45,0,18,45
12141,45,1,19,45
12850,45,4,20,44
13561,45,0,21,40
14285,45,0,22,40
15014,45,1,23,40
15750,45,1,24,39
16492,45,2,25,38
17251,45,2,26,36
18014,45,1,27,34
18778,45,0,28,33
19547,45,0,29,33
20316,45,0,30,33
21087,45,5,31,33
21859,45,6,32,28
22637,45,8,33,22
23416,45,0,34,14
24196,45,6,35,14
24977,45,1,36,8
25758,45,6,37,7
26539,45,1,38,1
44,46,0,1,0
661,46,0,2,0
1288,46,0,3,0
1936,46,0,4,0
2595,46,0,5,0
3256,46,0,6,0
3920,46,0,7,0
4586,46,0,8,0
5253,46,0,9,0
5923,46,0,10,0
6597,46,0,11,0
7275,46,0,12,0
7959,46,0,13,0
8649,46,0,14,0
9342,46,0,15,0
10035,46,0,16,0
10736,46,0,17,0
11437,46,0,18,0
12142,46,0,19,0
12851,46,0,20,0
13562,46,0,21,0
14286,46,0,22,0
15015,46,0,23,0
15751,46,0,24,0
16493,46,0,25,0
17252,46,0,26,0
18015,46,0,27,0
18779,46,0,28,0
19548,46,0,29,0
20317,46,0,30,0
21088,46,0,31,0
21860,46,0,32,0
22638,46,0,33,0
23417,46,0,34,0
24197,46,0,35,0
24978,46,0,36,0
25759,46,0,37,0
26540,46,0,38,0
45,47,3,1,111
662,47,1,2,108
1289,47,2,3,107
1937,47,0,4,105
2596,47,3,5,105
3257,47,2,6,102
3921,47,9,7,100
4587,47,8,8,91
5254,47,2,9,83
5924,47,0,10,81
6598,47,2,11,81
7276,47,2,12,79
7960,47,1,13,77
8650,47,2,14,76
9343,47,6,15,74
10036,47,2,16,68
10737,47,2,17,66
11438,47,2,18,64
12143,47,2,19,62
12852,47,2,20,60
13563,47,6,21,58
14287,47,2,22,52
15016,47,2,23,50
15752,47,2,24,48
16494,47,4,25,46
17253,47,3,26,42
18016,47,1,27,39
18780,47,0,28,38
19549,47,0,29,38
20318,47,6,30,38
21089,47,1,31,32
21861,47,6,32,31
22639,47,4,33,25
23418,47,0,34,21
24198,47,9,35,21
24979,47,8,36,12
25760,47,6,37,4
26541,47,-2,38,-2
46,48,2,1,78
663,48,3,2,76
1290,48,1,3,73
1938,48,2,4,72
2597,48,1,5,70
3258,48,0,6,69
3922,48,0,7,69
4588,48,1,8,69
5255,48,2,9,68
5925,48,2,10,66
6599,48,1,11,64
7277,48,5,12,63
7961,48,2,13,58
8651,48,2,14,56
9344,48,3,15,54
10037,48,6,16,51
10738,48,4,17,45
11439,48,2,18,41
12144,48,2,19,39
12853,48,1,20,37
13564,48,0,21,36
14288,48,0,22,36
15017,48,1,23,36
15753,48,1,24,35
16495,48,4,25,34
17254,48,1,26,30
18017,48,2,27,29
18781,48,2,28,27
19550,48,0,29,25
20319,48,3,30,25
21090,48,1,31,22
21862,48,5,32,21
22640,48,3,33,16
23419,48,0,34,13
24199,48,6,35,13
24980,48,1,36,7
25761,48,3,37,6
26542,48,3,38,3
47,49,0,1,47
664,49,0,2,47
1291,49,0,3,47
1939,49,0,4,47
2598,49,0,5,47
3259,49,0,6,47
3923,49,0,7,47
4589,49,0,8,47
5256,49,0,9,47
5926,49,0,10,47
6600,49,0,11,47
7278,49,0,12,47
7962,49,0,13,47
8652,49,2,14,47
9345,49,0,15,45
10038,49,0,16,45
10739,49,0,17,45
11440,49,0,18,45
12145,49,1,19,45
12854,49,2,20,44
13565,49,9,21,42
14289,49,1,22,33
15018,49,1,23,32
15754,49,0,24,31
16496,49,6,25,31
17255,49,1,26,25
18018,49,0,27,24
18782,49,8,28,24
19551,49,0,29,16
20320,49,0,30,16
21091,49,2,31,16
21863,49,6,32,14
22641,49,2,33,8
23420,49,0,34,6
24200,49,0,35,6
24981,49,6,36,6
25762,49,0,37,0
26543,49,0,38,0
48,50,1,1,5
665,50,1,2,4
1292,50,1,3,3
1940,50,0,4,2
2599,50,0,5,2
3260,50,0,6,2
3924,50,0,7,2
4590,50,0,8,2
5257,50,0,9,2
5927,50,0,10,2
6601,50,0,11,2
7279,50,0,12,2
7963,50,0,13,2
8653,50,0,14,2
9346,50,0,15,2
10039,50,0,16,2
10740,50,0,17,2
11441,50,1,18,2
12146,50,0,19,1
12855,50,0,20,1
13566,50,0,21,1
14290,50,0,22,1
15019,50,0,23,1
15755,50,1,24,1
16497,50,0,25,0
17256,50,0,26,0
18019,50,0,27,0
18783,50,0,28,0
19552,50,0,29,0
20321,50,0,30,0
21092,50,0,31,0
21864,50,0,32,0
22642,50,0,33,0
23421,50,0,34,0
24201,50,0,35,0
24982,50,0,36,0
25763,50,0,37,0
26544,50,0,38,0
49,51,0,1,9
666,51,0,2,9
1293,51,0,3,9
1941,51,0,4,9
2600,51,0,5,9
3261,51,0,6,9
3925,51,0,7,9
4591,51,0,8,9
5258,51,0,9,9
5928,51,0,10,9
6602,51,0,11,9
7280,51,0,12,9
7964,51,1,13,9
8654,51,0,14,8
9347,51,0,15,8
10040,51,0,16,8
10741,51,0,17,8
11442,51,0,18,8
12147,51,0,19,8
12856,51,0,20,8
13567,51,0,21,8
14291,51,0,22,8
15020,51,0,23,8
15756,51,0,24,8
16498,51,0,25,8
17257,51,0,26,8
18020,51,0,27,8
18784,51,7,28,8
19553,51,0,29,1
20322,51,0,30,1
21093,51,0,31,1
21865,51,0,32,1
22643,51,0,33,1
23422,51,0,34,1
24202,51,0,35,1
24983,51,0,36,1
25764,51,0,37,1
26545,51,1,38,1
50,52,2,1,55
667,52,1,2,53
1294,52,2,3,52
1942,52,1,4,50
2601,52,1,5,49
3262,52,1,6,48
3926,52,6,7,47
4592,52,2,8,41
5259,52,2,9,39
5929,52,0,10,37
6603,52,1,11,37
7281,52,1,12,36
7965,52,1,13,35
8655,52,0,14,34
9348,52,6,15,34
10041,52,1,16,28
10742,52,2,17,27
11443,52,1,18,25
12148,52,1,19,24
12857,52,0,20,23
13568,52,0,21,23
14292,52,0,22,23
15021,52,0,23,23
15757,52,0,24,23
16499,52,0,25,23
17258,52,0,26,23
18021,52,0,27,23
18785,52,0,28,23
19554,52,0,29,23
20323,52,8,30,23
21094,52,0,31,15
21866,52,0,32,15
22644,52,1,33,15
23423,52,0,34,14
24203,52,6,35,14
24984,52,1,36,8
25765,52,7,37,7
26546,52,0,38,0
51,53,4,1,66
668,53,1,2,62
1295,53,2,3,61
1943,53,2,4,59
2602,53,2,5,57
3263,53,2,6,55
3927,53,0,7,53
4593,53,5,8,53
5260,53,1,9,48
5930,53,2,10,47
6604,53,1,11,45
7282,53,0,12,44
7966,53,0,13,44
8656,53,0,14,44
9349,53,0,15,44
10042,53,0,16,44
10743,53,0,17,44
11444,53,0,18,44
12149,53,1,19,44
12858,53,2,20,43
13569,53,3,21,41
14293,53,2,22,38
15022,53,10,23,36
15758,53,1,24,26
16500,53,2,25,25
17259,53,1,26,23
18022,53,2,27,22
18786,53,6,28,20
19555,53,0,29,14
20324,53,3,30,14
21095,53,1,31,11
21867,53,3,32,10
22645,53,5,33,7
23424,53,0,34,2
24204,53,1,35,2
24985,53,0,36,1
25766,53,0,37,1
26547,53,1,38,1
52,54,2,1,161
669,54,2,2,159
1296,54,2,3,157
1944,54,2,4,155
2603,54,10,5,153
3264,54,7,6,143
3928,54,3,7,136
4594,54,6,8,133
5261,54,1,9,127
5931,54,9,10,126
6605,54,1,11,117
7283,54,2,12,116
7967,54,2,13,114
8657,54,8,14,112
9350,54,2,15,104
10043,54,2,16,102
10744,54,14,17,100
11445,54,2,18,86
12150,54,11,19,84
12859,54,0,20,73
13570,54,6,21,73
14294,54,1,22,67
15023,54,1,23,66
15759,54,1,24,65
16501,54,4,25,64
17260,54,2,26,60
18023,54,7,27,58
18787,54,3,28,51
19556,54,0,29,48
20325,54,10,30,48
21096,54,9,31,38
21868,54,6,32,29
22646,54,7,33,23
23425,54,0,34,16
24205,54,3,35,16
24986,54,6,36,13
25767,54,6,37,7
26548,54,1,38,1
53,55,0,1,0
670,55,0,2,0
1297,55,0,3,0
1945,55,0,4,0
2604,55,0,5,0
3265,55,0,6,0
3929,55,0,7,0
4595,55,0,8,0
5262,55,0,9,0
5932,55,0,10,0
6606,55,0,11,0
7284,55,0,12,0
7968,55,0,13,0
8658,55,0,14,0
9351,55,0,15,0
10044,55,0,16,0
10745,55,0,17,0
11446,55,0,18,0
12151,55,0,19,0
12860,55,0,20,0
13571,55,0,21,0
14295,55,0,22,0
15024,55,0,23,0
15760,55,0,24,0
16502,55,0,25,0
17261,55,0,26,0
18024,55,0,27,0
18788,55,0,28,0
19557,55,0,29,0
20326,55,0,30,0
21097,55,0,31,0
21869,55,0,32,0
22647,55,0,33,0
23426,55,0,34,0
24206,55,0,35,0
24987,55,0,36,0
25768,55,0,37,0
26549,55,0,38,0
54,56,0,1,0
671,56,0,2,0
1298,56,0,3,0
1946,56,0,4,0
2605,56,0,5,0
3266,56,0,6,0
3930,56,0,7,0
4596,56,0,8,0
5263,56,0,9,0
5933,56,0,10,0
6607,56,0,11,0
7285,56,0,12,0
7969,56,0,13,0
8659,56,0,14,0
9352,56,0,15,0
10045,56,0,16,0
10746,56,0,17,0
11447,56,0,18,0
12152,56,0,19,0
12861,56,0,20,0
13572,56,0,21,0
14296,56,0,22,0
15025,56,0,23,0
15761,56,0,24,0
16503,56,0,25,0
17262,56,0,26,0
18025,56,0,27,0
18789,56,0,28,0
19558,56,0,29,0
20327,56,0,30,0
21098,56,0,31,0
21870,56,0,32,0
22648,56,0,33,0
23427,56,0,34,0
24207,56,0,35,0
24988,56,0,36,0
25769,56,0,37,0
26550,56,0,38,0
55,57,7,1,121
672,57,2,2,114
1299,57,1,3,112
1947,57,2,4,111
2606,57,5,5,109
3267,57,2,6,104
3931,57,3,7,102
4597,57,8,8,99
5264,57,1,9,91
5934,57,2,10,90
6608,57,1,11,88
7286,57,3,12,87
7970,57,2,13,84
8660,57,2,14,82
9353,57,1,15,80
10046,57,3,16,79
10747,57,2,17,76
11448,57,1,18,74
12153,57,2,19,73
12862,57,2,20,71
13573,57,3,21,69
14297,57,8,22,66
15026,57,1,23,58
15762,57,2,24,57
16504,57,12,25,55
17263,57,2,26,43
18026,57,2,27,41
18790,57,3,28,39
19559,57,0,29,36
20328,57,3,30,36
21099,57,6,31,33
21871,57,6,32,27
22649,57,9,33,21
23428,57,0,34,12
24208,57,11,35,12
24989,57,0,36,1
25770,57,0,37,1
26551,57,1,38,1
56,58,2,1,186
673,58,2,2,184
1300,58,5,3,182
1948,58,13,4,177
2607,58,6,5,164
3268,58,11,6,158
3932,58,2,7,147
4598,58,8,8,145
5265,58,2,9,137
5935,58,2,10,135
6609,58,2,11,133
7287,58,7,12,131
7971,58,2,13,124
8661,58,12,14,122
9354,58,1,15,110
10047,58,1,16,109
10748,58,1,17,108
11449,58,1,18,107
12154,58,12,19,106
12863,58,2,20,94
13574,58,8,21,92
14298,58,8,22,84
15027,58,5,23,76
15763,58,1,24,71
16505,58,15,25,70
17264,58,2,26,55
18027,58,5,27,53
18791,58,9,28,48
19560,58,0,29,39
20329,58,0,30,39
21100,58,2,31,39
21872,58,7,32,37
22650,58,12,33,30
23429,58,0,34,18
24209,58,2,35,18
24990,58,9,36,16
25771,58,5,37,7
26552,58,2,38,2
57,59,0,1,8
674,59,0,2,8
1301,59,0,3,8
1949,59,0,4,8
2608,59,0,5,8
3269,59,0,6,8
3933,59,0,7,8
4599,59,0,8,8
5266,59,0,9,8
5936,59,0,10,8
6610,59,0,11,8
7288,59,1,12,8
7972,59,0,13,7
8662,59,0,14,7
9355,59,0,15,7
10048,59,0,16,7
10749,59,0,17,7
11450,59,6,18,7
12155,59,1,19,1
12864,59,0,20,0
13575,59,0,21,0
14299,59,0,22,0
15028,59,0,23,0
15764,59,0,24,0
16506,59,0,25,0
17265,59,0,26,0
18028,59,0,27,0
18792,59,0,28,0
19561,59,0,29,0
20330,59,0,30,0
21101,59,0,31,0
21873,59,0,32,0
22651,59,0,33,0
23430,59,0,34,0
24210,59,0,35,0
24991,59,0,36,0
25772,59,0,37,0
26553,59,0,38,0
58,60,0,1,58
675,60,0,2,58
1302,60,0,3,58
1950,60,0,4,58
2609,60,0,5,58
3270,60,0,6,58
3934,60,0,7,58
4600,60,0,8,58
5267,60,1,9,58
5937,60,0,10,57
6611,60,2,11,57
7289,60,2,12,55
7973,60,2,13,53
8663,60,2,14,51
9356,60,0,15,49
10049,60,1,16,49
10750,60,3,17,48
11451,60,1,18,45
12156,60,0,19,44
12865,60,0,20,44
13576,60,2,21,44
14300,60,5,22,42
15029,60,9,23,37
15765,60,2,24,28
16507,60,2,25,26
17266,60,1,26,24
18029,60,2,27,23
18793,60,2,28,21
19562,60,2,29,19
20331,60,1,30,17
21102,60,2,31,16
21874,60,2,32,14
22652,60,2,33,12
23431,60,1,34,10
24211,60,2,35,9
24992,60,2,36,7
25773,60,2,37,5
26554,60,3,38,3
59,61,0,1,0
676,61,0,2,0
1303,61,0,3,0
1951,61,0,4,0
2610,61,0,5,0
3271,61,0,6,0
3935,61,0,7,0
4601,61,0,8,0
5268,61,0,9,0
5938,61,0,10,0
6612,61,0,11,0
7290,61,0,12,0
7974,61,0,13,0
8664,61,0,14,0
9357,61,0,15,0
10050,61,0,16,0
10751,61,0,17,0
11452,61,0,18,0
12157,61,0,19,0
12866,61,0,20,0
13577,61,0,21,0
14301,61,0,22,0
15030,61,0,23,0
15766,61,0,24,0
16508,61,0,25,0
17267,61,0,26,0
18030,61,0,27,0
18794,61,0,28,0
19563,61,0,29,0
20332,61,0,30,0
21103,61,0,31,0
21875,61,0,32,0
22653,61,0,33,0
23432,61,0,34,0
24212,61,0,35,0
24993,61,0,36,0
25774,61,0,37,0
26555,61,0,38,0
60,62,0,1,52
677,62,0,2,52
1304,62,0,3,52
1952,62,0,4,52
2611,62,0,5,52
3272,62,0,6,52
3936,62,1,7,52
4602,62,0,8,51
5269,62,1,9,51
5939,62,1,10,50
6613,62,1,11,49
7291,62,7,12,48
7975,62,2,13,41
8665,62,1,14,39
9358,62,3,15,38
10051,62,1,16,35
10752,62,1,17,34
11453,62,1,18,33
12158,62,2,19,32
12867,62,5,20,30
13578,62,1,21,25
14302,62,3,22,24
15031,62,3,23,21
15767,62,2,24,18
16509,62,3,25,16
17268,62,1,26,13
18031,62,1,27,12
18795,62,1,28,11
19564,62,1,29,10
20333,62,1,30,9
21104,62,1,31,8
21876,62,0,32,7
22654,62,1,33,7
23433,62,0,34,6
24213,62,1,35,6
24994,62,1,36,5
25775,62,1,37,4
26556,62,3,38,3
61,63,1,1,76
678,63,2,2,75
1305,63,2,3,73
1953,63,2,4,71
2612,63,1,5,69
3273,63,2,6,68
3937,63,2,7,66
4603,63,6,8,64
5270,63,2,9,58
5940,63,2,10,56
6614,63,1,11,54
7292,63,0,12,53
7976,63,2,13,53
8666,63,3,14,51
9359,63,2,15,48
10052,63,3,16,46
10753,63,7,17,43
11454,63,3,18,36
12159,63,1,19,33
12868,63,3,20,32
13579,63,4,21,29
14303,63,1,22,25
15032,63,3,23,24
15768,63,1,24,21
16510,63,13,25,20
17269,63,1,26,7
18032,63,1,27,6
18796,63,2,28,5
19565,63,2,29,3
20334,63,1,30,1
21105,63,0,31,0
21877,63,0,32,0
22655,63,0,33,0
23434,63,0,34,0
24214,63,0,35,0
24995,63,0,36,0
25776,63,0,37,0
26557,63,0,38,0
62,64,1,1,82
679,64,2,2,81
1306,64,7,3,79
1954,64,1,4,72
2613,64,1,5,71
3274,64,10,6,70
3938,64,2,7,60
4604,64,3,8,58
5271,64,2,9,55
5941,64,2,10,53
6615,64,5,11,51
7293,64,1,12,46
7977,64,0,13,45
8667,64,1,14,45
9360,64,2,15,44
10053,64,2,16,42
10754,64,1,17,40
11455,64,3,18,39
12160,64,2,19,36
12869,64,3,20,34
13580,64,2,21,31
14304,64,2,22,29
15033,64,2,23,27
15769,64,2,24,25
16511,64,1,25,23
17270,64,2,26,22
18033,64,2,27,20
18797,64,2,28,18
19566,64,2,29,16
20335,64,6,30,14
21106,64,1,31,8
21878,64,2,32,7
22656,64,1,33,5
23435,64,1,34,4
24215,64,2,35,3
24996,64,2,36,1
25777,64,-1,37,-1
26558,64,0,38,0
63,65,0,1,32
680,65,0,2,32
1307,65,0,3,32
1955,65,1,4,32
2614,65,1,5,31
3275,65,1,6,30
3939,65,1,7,29
4605,65,1,8,28
5272,65,1,9,27
5942,65,1,10,26
6616,65,1,11,25
7294,65,4,12,24
7978,65,1,13,20
8668,65,1,14,19
9361,65,6,15,18
10054,65,8,16,12
10755,65,1,17,4
11456,65,2,18,3
12161,65,0,19,1
12870,65,1,20,1
13581,65,0,21,0
14305,65,0,22,0
15034,65,0,23,0
15770,65,0,24,0
16512,65,0,25,0
17271,65,0,26,0
18034,65,0,27,0
18798,65,0,28,0
19567,65,0,29,0
20336,65,0,30,0
21107,65,0,31,0
21879,65,0,32,0
22657,65,0,33,0
23436,65,0,34,0
24216,65,0,35,0
24997,65,0,36,0
25778,65,0,37,0
26559,65,0,38,0
64,66,0,1,0
681,66,0,2,0
1308,66,0,3,0
1956,66,0,4,0
2615,66,0,5,0
3276,66,0,6,0
3940,66,0,7,0
4606,66,0,8,0
5273,66,0,9,0
5943,66,0,10,0
6617,66,0,11,0
7295,66,0,12,0
7979,66,0,13,0
8669,66,0,14,0
9362,66,0,15,0
10055,66,0,16,0
10756,66,0,17,0
11457,66,0,18,0
12162,66,0,19,0
12871,66,0,20,0
13582,66,0,21,0
14306,66,0,22,0
15035,66,0,23,0
15771,66,0,24,0
16513,66,0,25,0
17272,66,0,26,0
18035,66,0,27,0
18799,66,0,28,0
19568,66,0,29,0
20337,66,0,30,0
21108,66,0,31,0
21880,66,0,32,0
22658,66,0,33,0
23437,66,0,34,0
24217,66,0,35,0
24998,66,0,36,0
25779,66,0,37,0
26560,66,0,38,0
65,67,0,1,0
682,67,0,2,0
1309,67,0,3,0
1957,67,0,4,0
2616,67,0,5,0
3277,67,0,6,0
3941,67,0,7,0
4607,67,0,8,0
5274,67,0,9,0
5944,67,0,10,0
6618,67,0,11,0
7296,67,0,12,0
7980,67,0,13,0
8670,67,0,14,0
9363,67,0,15,0
10056,67,0,16,0
10757,67,0,17,0
11458,67,0,18,0
12163,67,0,19,0
12872,67,0,20,0
13583,67,0,21,0
14307,67,0,22,0
15036,67,0,23,0
15772,67,0,24,0
16514,67,0,25,0
17273,67,0,26,0
18036,67,0,27,0
18800,67,0,28,0
19569,67,0,29,0
20338,67,0,30,0
21109,67,0,31,0
21881,67,0,32,0
22659,67,0,33,0
23438,67,0,34,0
24218,67,0,35,0
24999,67,0,36,0
25780,67,0,37,0
26561,67,0,38,0
66,68,0,1,17
683,68,0,2,17
1310,68,0,3,17
1958,68,0,4,17
2617,68,0,5,17
3278,68,0,6,17
